platform,course name,instructor,subject,image,description,link,rating
udemy,AWS Certified Machine Learning Specialty MLS-C01 [2023],Chandra Lingam,machine learning,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSVWVU2J1b8wDlUG5vTOLMqmp-Hfoc4bU9ERw&usqp=CAU,"In this course, you will gain practical experience with AWS SageMaker through hands-on labs that demonstrate specific concepts. We will begin by setting up your SageMaker environment. If you are new to machine learning, you will learn how to handle mixed data types, missing data, and how to verify the quality of the model. These topics are essential for machine learning practitioners and the certification exam.",https://www.udemy.com/course/aws-machine-learning-a-complete-guide-with-python/,4.5
simplilearn ,Machine Learning,Simplilearn Instructors,machine learning,https://tse2.mm.bing.net/th?id=OIP.qWnzeiiJtphCB9aZ2zo2ugHaFW&pid=Api&P=0,"The Machine Learning basics program is designed to offer a solid foundation & work-ready skills for machine learning engineers, data scientists, and artificial intelligence professionals. Gain hands-on experience in data preprocessing, time series, text mining, and supervised and unsupervised learning. The program is ideal for anyone looking to learn machine learning & kick start their career.",https://www.simplilearn.com/learn-machine-learning-basics-skillup,4.5
simplilearn ,Machine Learning for Beginners : First step to become a Machine learning Engineer,Simplilearn Instructors,machine learning,https://tse2.mm.bing.net/th?id=OIP.qWnzeiiJtphCB9aZ2zo2ugHaFW&pid=Api&P=1,This course Machine learning for beginners will cover the basics of Machine Learning which includes What is Machine learning ? Why is Machine Learning Important ?Types of Machine Learning and the applications of Machine learning . By the end of this course you will have a clear understanding of Fundamentals of Machine learning for a great career on Artificial intelligence and Machine learning,https://www.simplilearn.com/free-machine-learning-beginners-course-skillup?tag=ai,4.5
great learning,Basics of Machine Learning,great learning academy,machine learning,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRsL1jjme-mCC_svvfJvV6bYl0BjLzeQTRS05sJLhA4LTLG7ubn55usYBehClhB_pwsQBk&usqp=CAU,"Seize the opportunity to learn the Basics of Machine Learning from our free course. Comprehend concepts like supervised and unsupervised Machine Learning, linear regression, Pearson's coefficient, and coefficient of determinant.",https://www.mygreatlearning.com/academy/learn-for-free/courses/basics-of-machine-learning-1,4.3
coursera,Python for Everybody Specialization,Charles Russell Severance,python,https://tse2.mm.bing.net/th?id=OIP.146KT0gacYdSQBkPBLYCSAHaFU&pid=Api&P=0,"Learn to Program and Analyze Data with Python. Develop programs to gather, clean, analyze, and visualize data.",https://www.coursera.org/specializations/python,4.8
coursera,Crash Course on Python,Google Career Certificates,python,https://tse2.mm.bing.net/th?id=OIP.146KT0gacYdSQBkPBLYCSAHaFU&pid=Api&P=0,"This course is designed to teach you the foundations in order to write simple programs in Python using the most common structures. No previous exposure to programming is needed. By the end of this course, you'll understand the benefits of programming in IT roles; be able to write simple programs using Python",https://www.coursera.org/learn/python-crash-course,4.8
coursera,Python Basics,Paul Resnick,python,https://tse2.mm.bing.net/th?id=OIP.146KT0gacYdSQBkPBLYCSAHaFU&pid=Api&P=0,"This course introduces the basics of Python 3, including conditional execution and iteration as control structures, and strings and lists as data structures. You'll program an on-screen Turtle to draw pretty pictures.",https://www.coursera.org/learn/python-basics,4.8
coursera,Programming for Everybody (Getting Started with Python),Charles Russell Severance,python,https://tse2.mm.bing.net/th?id=OIP.146KT0gacYdSQBkPBLYCSAHaFU&pid=Api&P=0,This course aims to teach everyone the basics of programming computers using Python. We cover the basics of how one constructs a program from a series of simple instructions in Python. The course has no pre-requisites and avoids all but the simplest mathematics. ,https://www.coursera.org/learn/python,4.8
udemy,100 Days of Code: The Complete Python Pro Bootcamp for 2023,Dr. Angela Yu,python,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRTaRm6NMPJtWIT1igA4eMGO_VgXWaSlSrKjA&usqp=CAU,"Welcome to the 100 Days of Code - The Complete Python Pro Bootcamp, the only course you need to learn to code with Python. With over 500,000 5 STAR reviews and a 4.8 average, my courses are some of the HIGHEST RATED courses in the history of Udemy!",https://www.udemy.com/course/100-days-of-code/,4.7
udemy,Python PCEP: Become Certified Entry-Level Python Programmer,Adrian Wiech,python,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRTaRm6NMPJtWIT1igA4eMGO_VgXWaSlSrKjA&usqp=CAU,"Welcome! My name's Adrian and I'm a professional Software Developer. If you've never written code before and want to try programming for yourself, then you've just found an excellent course for that!",https://www.udemy.com/course/python-pcep/,4.7
coursera,"Python for Data Science, AI & Development",Joseph Santarcangelo,python,https://tse2.mm.bing.net/th?id=OIP.146KT0gacYdSQBkPBLYCSAHaFU&pid=Api&P=0,Kickstart your learning of Python with this beginner-friendly self-paced course taught by an expert. Python is one of the most popular languages in the programming and data science world and demand for individuals who have the ability to apply Python has never been higher. ,https://www.coursera.org/learn/python-for-applied-data-science-ai,4.6
udemy,The Complete Python Bootcamp From Zero to Hero in Python,Jose Portilla,python,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRTaRm6NMPJtWIT1igA4eMGO_VgXWaSlSrKjA&usqp=CAU,"This is the most comprehensive, yet straight-forward, course for the Python programming language on Udemy! Whether you have never programmed before, already know basic syntax, or want to learn about the advanced features of Python, this course is for you! In this course we will teach you Python 3.",https://www.udemy.com/course/complete-python-bootcamp/,4.6
udemy,"Complete Python Developer in 2023: Zero to Mastery
",Andrei Neagoie,python,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRTaRm6NMPJtWIT1igA4eMGO_VgXWaSlSrKjA&usqp=CAU,"This comprehensive and project based course will introduce you to all of the modern skills of a Python developer (Python 3) and along the way, we will build over 12 real world projects to add to your portfolio (You will get access to all the the code from the 12+ projects we build, so that you can put them on your portfolio right away)!",https://www.udemy.com/course/complete-python-developer-zero-to-mastery/,4.6
udemy,The Python Mega Course: Learn Python in 60 Days with 20 Apps,Ardit Sulce,python,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRTaRm6NMPJtWIT1igA4eMGO_VgXWaSlSrKjA&usqp=CAU,"This is the only course you need to learn both the theoretical and practical aspects of Python. It is ideal for people who do not have a programming background. By the end of the course, you will have a portfolio of Python apps on your GitHub account. You will learn Python by building 20 apps together with the instructor and solve 10 independent Python projects. This will help you code independently and apply for a junior developer job after finishing the course.",https://www.udemy.com/course/the-python-mega-course/,4.6
simplilearn ,Python Pandas Basics Course,Simplilearn Instructors,python,https://tse4.mm.bing.net/th?id=OIP.d27A5K4i63BktGDEg25hqAHaEl&pid=Api&P=1,This free python pandas course has the best course curriculum on panda series and projects related to it. The free python pandas course will take you through Pandas data analysis projects using python programming language. The trainer is well versed with the topic and explains everything in detail with live examples and python codes used in pandas.,https://www.simplilearn.com/free-python-panda-basics-course-skillup?tag=python,4.6
great learning,Python Programming in Hindi,great learning academy,python,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcScxXumhDRjhfze2E9TnvIf5A6w4s3MPuwtsGDBpLc-RGVz4TVK701EYWqVkD-3wn2WAhI&usqp=CAU,Gain in-depth learning of OOPs and other vital concepts in Python via Python Programming in Hindi,https://www.mygreatlearning.com/academy/learn-for-free/courses/python-programming-in-hindi,4.5
great learning,Python Projects,great learning academy,python,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcScxXumhDRjhfze2E9TnvIf5A6w4s3MPuwtsGDBpLc-RGVz4TVK701EYWqVkD-3wn2WAhI&usqp=CAU,Learn Python Projects for free and understand the way to solve complex problems with source codes,https://www.mygreatlearning.com/academy/learn-for-free/courses/python-projects,4.2
udemy,"Digital Electronics: Robotics, learn by building module II",Ian Juby,robotics,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT6I-E2vEVMzIji5olQsPcLmGjc4YtDMroFdQ&usqp=CAU,"This series of ""Robotics: Learn by building"" modules has an end-goal focus on the diverse field of robotics. In module I we learned the basics of electricity and electronics. In this module II you further develop your knowledge and skills to include digital electronics and practice your skills on real-life digital components.",https://www.udemy.com/course/digital-electronics-robotics-learn-by-building-module-ii/,4.9
coursera,"Modern Robotics: Mechanics, Planning, and Control Specialization",Kevin Lynch,robotics,https://tse1.mm.bing.net/th?id=OIP.9CfSBAOgQtME43cyzZDpMgHaEX&pid=Api&P=0,"The most important concepts in modern robotics. A study of the kinematics, dynamics, motion planning, and control of mobile robots and robot arms.",https://www.coursera.org/specializations/modernrobotics,4.8
coursera,Robotic Process Automation (RPA) Specialization,UI Path,robotics,https://tse1.mm.bing.net/th?id=OIP.9CfSBAOgQtME43cyzZDpMgHaEX&pid=Api&P=0,The Robotic Process Automation (RPA) specialization offers comprehensive knowledge and professional-level skills focused on developing and deploying software robots. It starts with the basic concepts of Robotic Process Automation. ,https://www.coursera.org/specializations/roboticprocessautomation#about,4.7
coursera,"Modern Robotics, Course 1: Foundations of Robot Motion",Kevin Lynch,robotics,https://tse1.mm.bing.net/th?id=OIP.9CfSBAOgQtME43cyzZDpMgHaEX&pid=Api&P=0,"This specialization, consisting of six short courses, is serious preparation for serious students who hope to work in the field of robotics or to undertake advanced study. It is not a sampler.",https://www.coursera.org/learn/modernrobotics-course1,4.7
udemy,ROS2 Robotics Developer Course - Using ROS2 In Python,"Raymond Andrade
",robotics,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT6I-E2vEVMzIji5olQsPcLmGjc4YtDMroFdQ&usqp=CAU,"The course is designed for beginners with little, to no experience using ROS2. The coding in this course is done in Python 3 using ROS2 Humble. We will go over installation of ROS2, how to develop code that uses the framework, and even go over simulation tools so you can make your own robot and control it in simulation, with code that can easily be ported to a real robotic system.",https://www.udemy.com/course/ros2-robotics-developer-course-using-ros2-in-python/,4.7
udemy,Complete UiPath RPA Developer Course: Build 7 Robots,Leon Petrou,robotics,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT6I-E2vEVMzIji5olQsPcLmGjc4YtDMroFdQ&usqp=CAU,Welcome to the Complete UiPath RPA Developer Course: Build 7 Robots where you will learn everything you need to know to get started as a Robotic Process Automation (RPA) developer. Learn and master UiPath Studio and then build state-of-the-art software robots from scratch.,https://www.udemy.com/course/complete-uipath-rpa-developer-course/,4.7
udemy,"Electricity & electronics - Robotics, learn by building",Ian Juby,robotics,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT6I-E2vEVMzIji5olQsPcLmGjc4YtDMroFdQ&usqp=CAU,"You can open all kinds of doors for advancement in so many careers with a basic understanding of electronics. Think of all of the fields and hobbies that involve electronics to some degree! This ""Robotics: Learn by building"" series of courses focuses on robotics - which itself is a very diverse field that has application in everything from industry, manufacturing, laboratory work, or military, even in home automation.",https://www.udemy.com/course/analog-electronics-robotics-learn-by-building/,4.6
great learning,Robotic Process Automation,great learning academy,robotics,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQDGa5voJ4BzSAvse6-ro5ZeuZ8CpyWyEDoy9mqgHoTObvu33v3ETzUsqBPF_lj12r2oq4&usqp=CAU,"Learn rpa from basics in this free online training. Robotic process automation tutorial is taught hands-on by experts. Learn about understanding, components in rpa & lot more. Best For Beginners. Start with rpa course now!",https://www.mygreatlearning.com/academy/learn-for-free/courses/robotic-process-automation,4.6
coursera,Robotics: Aerial Robotics,Vijay Kumar,robotics,https://tse1.mm.bing.net/th?id=OIP.9CfSBAOgQtME43cyzZDpMgHaEX&pid=Api&P=0,"How can we create agile micro aerial vehicles that are able to operate autonomously in cluttered indoor and outdoor environments? You will gain an introduction to the mechanics of flight and the design of quadrotor flying robots and will be able to develop dynamic models, derive controllers, and synthesize planners for operating in three dimensional environments.",https://www.coursera.org/learn/robotics-flight,4.5
udemy,Industrial Robotics,Fabrizio Frigeni,robotics,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT6I-E2vEVMzIji5olQsPcLmGjc4YtDMroFdQ&usqp=CAU,"Learn how an industrial 6-axes anthropomorphic robot works. We will start by building its kinematic model step-by-step, then plan geometrical paths and optimize motion trajectories. We will learn how to correctly size the electric motors and understand the fine-tuning procedures for the servo drives. We will describe calibration procedures for the arm, tool and cell, and finally generate a realistic digital twin for your simulations!",https://www.udemy.com/course/industrial-robotics/,4.5
simplilearn ,Introduction to Robotic Process Automation (RPA),Simplilearn Instructors,robotics,https://tse1.mm.bing.net/th?id=OIP.gtpRi1tAKq_HQ9vNEFql3QHaDt&pid=Api&P=0,"This RPA basics program offers the work-ready training needed to improve real-time business operations and processes. Learn how to implement RPA in an enterprise, RPA tools, and how RPA works through real-world case studies. This program is ideal for anyone looking to learn RPA and become an RPA analyst, RPA developer, or RPA architect.",https://www.simplilearn.com/learn-rpa-basics-skillup?term=robo,4.5
coursera,Robotics Specialization,Vijay Kumar,robotics,https://tse1.mm.bing.net/th?id=OIP.9CfSBAOgQtME43cyzZDpMgHaEX&pid=Api&P=0,Learn the Building Blocks for a Career in Robotics. Gain experience programming robots to perform in situations and for use in crisis management,https://www.coursera.org/specializations/robotics,4.3
great learning,Career in Artificial Intelligence,great learning academy,robotics,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQDGa5voJ4BzSAvse6-ro5ZeuZ8CpyWyEDoy9mqgHoTObvu33v3ETzUsqBPF_lj12r2oq4&usqp=CAU," This course provides really important information in terms of the career roadmap, top applications and even giving you an important comparison between Data Science, Machine Learning and Artificial Intelligence as well.",https://www.mygreatlearning.com/academy/learn-for-free/courses/career-in-artificial-intelligence,4.3
coursera,Google UX Design Professional Certificate,Google Career Certificates,ui/ux designing,https://tse1.mm.bing.net/th?id=OIP.R1sTy6mbwsWhKO4SBHF1kQHaEK&pid=Api&P=0,"Prepare for a career in the high-growth field of UX design, no experience or degree required. With professional training designed by Google, get on the fast-track to a competitively paid job. ",https://www.coursera.org/professional-certificates/google-ux-design#about,4.8
coursera,Foundations of User Experience (UX) Design,Google Career Certificates,ui/ux designing,https://tse1.mm.bing.net/th?id=OIP.R1sTy6mbwsWhKO4SBHF1kQHaEK&pid=Api&P=0,Foundations of User Experience (UX) Design is the first of a series of seven courses that will equip you with the skills needed to apply to entry-level jobs in user experience design. ,https://www.coursera.org/learn/foundations-user-experience-design,4.8
udemy,Complete Web Design: from Figma to Webflow to Freelancing,Vako Shvili,ui/ux designing,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT76R-4LTIemJsXQwRe_hjpdDMKeblldVwKXA&usqp=CAU,"It gives you a huge self-satisfaction when you look at your work and say, ""I made this!"". I love that feeling after I'm done working on something. When I lean back in my chair, look at the final result with a smile, and have this little ""spark joy"" moment.",https://www.udemy.com/course/freelance-web-design-from-design-to-development-to-making-money/,4.8
coursera,UI / UX Design Specialization,Michael Worthington,ui/ux designing,https://tse1.mm.bing.net/th?id=OIP.R1sTy6mbwsWhKO4SBHF1kQHaEK&pid=Api&P=0,UI / UX Design Specialization,https://www.coursera.org/specializations/ui-ux-design,4.7
coursera,Principles of UX/UI Design,Meta Staff,ui/ux designing,https://tse1.mm.bing.net/th?id=OIP.R1sTy6mbwsWhKO4SBHF1kQHaEK&pid=Api&P=0,"You’ll learn how to empathize with users through best-practice research approaches, and create common UX artifacts such as user personas. And you’ll use UX insights to make appropriate design decisions. ",https://www.coursera.org/learn/principles-of-ux-ui-design,4.7
udemy,Figma UI UX Design Essentials,Daniel Walter Scott,ui/ux designing,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT76R-4LTIemJsXQwRe_hjpdDMKeblldVwKXA&usqp=CAU,"This course is aimed at people new to design, new to User Experience design. Even if you’re not totally sure what UX really means, don’t worry. We’ll start right at the beginning and work our way through step by step.",https://www.udemy.com/course/figma-ux-ui-design-user-experience-tutorial-course/,4.7
udemy,User Experience Design Essentials - Adobe XD UI UX Design,Daniel Walter Scott,ui/ux designing,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT76R-4LTIemJsXQwRe_hjpdDMKeblldVwKXA&usqp=CAU,"This course is aimed at people interested in UI/UX Design. We’ll start from the very beginning and work all the way through, step by step. If you already have some UI/UX Design experience but want to get up to speed using Adobe XD then this course is perfect for you too!",https://www.udemy.com/course/ui-ux-web-design-using-adobe-xd/,4.7
udemy,"Complete Web & Mobile Designer in 2023: UI/UX, Figma, +more","Andrei Neagoie, Daniel Schifano",ui/ux designing,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT76R-4LTIemJsXQwRe_hjpdDMKeblldVwKXA&usqp=CAU,"The curriculum is going to be very hands on as we walk you from start to finish of working as a Designer, all the way into learning how to create final professional designs and then converting them into actual websites or apps using HTML and CSS.",https://www.udemy.com/course/complete-web-designer-mobile-designer-zero-to-mastery/,4.6
coursera,Introduction to User Experience Design,Dr Rosa I Arriaga,ui/ux designing,https://tse1.mm.bing.net/th?id=OIP.R1sTy6mbwsWhKO4SBHF1kQHaEK&pid=Api&P=0,User Experience design is design that is user centered. The goal is to design artifacts that allow the users to meet their needs in the most effective efficient and satisfying manner. ,https://www.coursera.org/learn/user-experience-design,4.5
udemy,"UI Design Bootcamp. Master Typography, Colour & Grids",Rob Sutcliffe,ui/ux designing,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT76R-4LTIemJsXQwRe_hjpdDMKeblldVwKXA&usqp=CAU,The course is created with designers in mind but it may also be of interest to front-end developers or product owners. There is a money-back guarantee with no questions asked and you can message me with any specific questions.,https://www.udemy.com/course/ui-design-bootcamp-master-typography-colour-grids/,4.5
great learning,UX Portfolio,great learning academy,ui/ux designing,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSLqJ_puTfiD4LNNgK8-PVDZfgDcIR62xSVq5qqj3_ophjaeODpgmMe5P_M80hl9IVqbe0&usqp=CAU,The course explains the process that goes into UX and also the different tools that can be used for the design. ,https://www.mygreatlearning.com/academy/learn-for-free/courses/ux-portfolio,4.3
great learning,Video Editing Basics,great learning academy,ui/ux designing,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSLqJ_puTfiD4LNNgK8-PVDZfgDcIR62xSVq5qqj3_ophjaeODpgmMe5P_M80hl9IVqbe0&usqp=CAU,Take this Video Editing Basics course designed for individuals who wish to learn Video Editing. It covers the fundamentals of video editing and various video editing techniques that help you advance your career as a Video Editor.,https://www.mygreatlearning.com/academy/learn-for-free/courses/video-editing-basics,4.2
