platform,course name,instructor,subject,image,description,link,rating
coursera,Introduction to Cloud Computing,Rav Ahuja,cloud computing,https://tse2.mm.bing.net/th?id=OIP.ex8pVqugW5edZLXIsd_ThgHaE8&pid=Api&P=0,This course introduces you to the core concepts of cloud computing. You gain the foundational knowledge required for understanding cloud computing from a business perspective as also for becoming a cloud practitioner. ,https://www.coursera.org/learn/introduction-to-cloud,4.7
udemy,[NEW] Ultimate AWS Certified Cloud Practitioner - 2023,Stephane Maarek,cloud computing,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT-zRDNS5WXQHe9mLXKwmF4t4XOzAdDnYGQeA&usqp=CAU,"The AWS Certified Cloud Practitioner certification is a great entry-level certification for AWS. It's great at assessing how well you understand AWS, its services, and its ecosystem.",https://www.udemy.com/course/aws-certified-cloud-practitioner-new/,4.7
udemy,The Complete Cloud Computing Software Architecture Patterns,Michael Pogrebinsky,cloud computing,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT-zRDNS5WXQHe9mLXKwmF4t4XOzAdDnYGQeA&usqp=CAU,"In this course, you will wear the hat of a Software Architect, solving some of the most challenging and important problems in system design, software architecture, and modern cloud computing.",https://www.udemy.com/course/the-complete-cloud-computing-software-architecture-patterns/,4.7
simplilearn ,Azure 304 for Beginners Course,Simplilearn Instructors,cloud computing,https://tse2.mm.bing.net/th?id=OIP.BUjuT2Up5hUaJBGSvmTaSQHaEK&pid=Api&P=7,"This Azure 304 basics online course takes you through Azure architecture fundamentals to help prepare you for the Microsoft AZ 304 certification exam. This course is a complete guide to Azure 304. By the end of this course, you will learn technical tasks like implementing and designing Azure infrastructure and data platforms.",https://www.simplilearn.com/free-azure-304-course-skillup,4.7
coursera,Google Cloud Infrastructure for Azure Professionals Specialization,Google Cloud Training,cloud computing,https://tse2.mm.bing.net/th?id=OIP.ex8pVqugW5edZLXIsd_ThgHaE8&pid=Api&P=0,This is a four-course series for cloud architects and engineers with existing Azure knowledge that compares Google Cloud solutions with Azure and guides professionals on their use. ,https://www.coursera.org/specializations/google-cloud-infrastructure-for-azure-professionals#instructors,4.6
udemy,"Introduction to Cloud Computing with AWS, Azure and GCP",Cloud Shikshak,cloud computing,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT-zRDNS5WXQHe9mLXKwmF4t4XOzAdDnYGQeA&usqp=CAU,"This course is an introductory level course for understanding the cloud technology concepts and gives a detailed introduction to the three largest cloud providers: Amazon Web Service (AWS), Microsoft Azure and Google Cloud Platform (GCP).",https://www.udemy.com/course/the-complete-introduction-to-cloud-with-aws-azure-and-gcp/,4.6
great learning,Cloud Foundations,Mr. Nirmallya Mukherjee,cloud computing,https://lh3.googleusercontent.com/XsW54zbz1SxwSFiDzUaOwYO-GhC1uVI6jKPkH8xAGldocWoWikkYkLSG0tUFsB2-SFeSkHwnHo37W3JgN0HolQh7dBFKJ0w3VXMX0szIcA,"Enroll in this free cloud foundations course to gain complete understanding of cloud concepts, models, architectures. Unlock potential to design, deploy, manage cloud infrastructures. Take your first step towards a cloud career.",https://www.mygreatlearning.com/academy/learn-for-free/courses/cloud-foundations,4.6
great learning,Cloud Service Providers,great learning academy,cloud computing,https://lh3.googleusercontent.com/XsW54zbz1SxwSFiDzUaOwYO-GhC1uVI6jKPkH8xAGldocWoWikkYkLSG0tUFsB2-SFeSkHwnHo37W3JgN0HolQh7dBFKJ0w3VXMX0szIcA,"Skill up with Free Cloud Service Providers course and master AWS, Azure and Google Cloud Platform",https://www.mygreatlearning.com/academy/learn-for-free/courses/cloud-service-providers,4.6
simplilearn ,Introduction to Cloud Computing,Simplilearn Instructors,cloud computing,https://tse2.mm.bing.net/th?id=OIP.BUjuT2Up5hUaJBGSvmTaSQHaEK&pid=Api&P=0,"This Cloud Computing basics course covers basic and advanced concepts in cloud computing. Learn about cloud architecture, services, hosting, and more. Master cloud computing fundamentals, the cloud computing lifecycle, and key concepts of AWS, Azure, and Google Cloud Platform.",https://www.simplilearn.com/introduction-to-cloud-computing-basics-skillup,4.6
simplilearn ,Getting Started with AWS Services Fundamentals for Beginners,Simplilearn Instructors,cloud computing,https://tse2.mm.bing.net/th?id=OIP.BUjuT2Up5hUaJBGSvmTaSQHaEK&pid=Api&P=3,Learn AWS services in detail through this free course. It will take you through the various tools of the AWS cloud platform and give you a clear-cut idea of how they can be deployed effectively. It is an ideal kick-starter course for individuals aspiring to become AWS-certified professionals.,https://www.simplilearn.com/learn-aws-services-basics-free-course-skillup,4.6
simplilearn ,Azure Fundamentals,Simplilearn Instructors,cloud computing,https://tse2.mm.bing.net/th?id=OIP.BUjuT2Up5hUaJBGSvmTaSQHaEK&pid=Api&P=5,"Learn Azure from scratch with this course for beginners. This course will take you through Azure fundamentals, and the main principles of cloud computing and how they have been implemented in Microsoft Azure. By the end of this course, you will learn to design, develop, implement, automate, and monitor resilient and scalable cloud solutions on the Azure platform.",https://www.simplilearn.com/learn-azure-basics-free-course-skillup,4.6
simplilearn ,Azure 303 for Beginners Course,Simplilearn Instructors,cloud computing,https://tse2.mm.bing.net/th?id=OIP.BUjuT2Up5hUaJBGSvmTaSQHaEK&pid=Api&P=6,"This Azure 303 basics online course takes you through Azure architecture fundamentals to help prepare you for the Microsoft AZ 303 certification exam. This course is a complete guide for Azure 303. By the end of this course you will learn technical tasks like implementing, monitoring, and managing Azure infrastructure and data platforms",https://www.simplilearn.com/free-azure-303-course-skillup,4.6
coursera,Cloud Computing Basics (Cloud 101),Jim Sullivan,cloud computing,https://tse2.mm.bing.net/th?id=OIP.ex8pVqugW5edZLXIsd_ThgHaE8&pid=Api&P=0,"We will discuss the basics of Cloud computing: what it is, what it supports, and how it is delivered. We will delve into storage services, Cloud economics, levels of managed infrastructure, and Azure services. We will also explore different deployment models of Cloud computing, as well as several hosting scenarios.",https://www.coursera.org/learn/cloud-computing-basics,4.5
udemy,Introduction to Cloud Computing on AWS for Beginners [2023],Neal Davis,cloud computing,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT-zRDNS5WXQHe9mLXKwmF4t4XOzAdDnYGQeA&usqp=CAU,"This beginner-friendly Introduction to Cloud Computing on AWS course takes you from the AWS basics to becoming a competent AWS cloud practitioner. With expert instruction and engaging content, you'll learn general cloud computing concepts and AWS from fundamentals right through to advanced concepts. You'll also build hands-on skills using many of the core Amazon Web Services (AWS) services. Ideal for beginners - absolutely no cloud computing experience is required!",https://www.udemy.com/course/introduction-to-cloud-computing-on-amazon-aws-for-beginners/,4.5
udemy,Cloud Computing for Beginners - Infrastructure as a Service,Idan Gabrieli,cloud computing,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT-zRDNS5WXQHe9mLXKwmF4t4XOzAdDnYGQeA&usqp=CAU,This training is about the IaaS model. The IaaS model provided by large cloud providers is helping companies to transform their private IT infrastructure into a utility service. Reduce the footprint of enterprise applications sitting in private data centers and leverage the capabilities in a public cloud environment.,https://www.udemy.com/course/cloud-computing-for-beginners-infrastructure-as-a-service/,4.5
great learning,Cloud Computing Architecture,great learning academy,cloud computing,https://lh3.googleusercontent.com/XsW54zbz1SxwSFiDzUaOwYO-GhC1uVI6jKPkH8xAGldocWoWikkYkLSG0tUFsB2-SFeSkHwnHo37W3JgN0HolQh7dBFKJ0w3VXMX0szIcA,Learn cloud computing architecture from basics in this free online training. Cloud computing architecture course is taught hands-on by experts.Learn how does cloud computing works and types of cloud computing deployment in details,https://www.mygreatlearning.com/academy/learn-for-free/courses/cloud-computing-architecture,4.5
great learning,Cloud Foundations - Advanced,Mr. Nirmallya Mukherjee,cloud computing,https://lh3.googleusercontent.com/XsW54zbz1SxwSFiDzUaOwYO-GhC1uVI6jKPkH8xAGldocWoWikkYkLSG0tUFsB2-SFeSkHwnHo37W3JgN0HolQh7dBFKJ0w3VXMX0szIcA,"Learn advanced Cloud foundation for free online. Cloud Computing foundations are taught hands-on by experts. Gain skills to work with cloud virtualization, centralization, applications, distributed computing, and security models.",https://www.mygreatlearning.com/academy/learn-for-free/courses/cloud-foundations-advanced,4.5
great learning,Cloud Computing Service Models,great learning academy,cloud computing,https://lh3.googleusercontent.com/XsW54zbz1SxwSFiDzUaOwYO-GhC1uVI6jKPkH8xAGldocWoWikkYkLSG0tUFsB2-SFeSkHwnHo37W3JgN0HolQh7dBFKJ0w3VXMX0szIcA,Learn cloud computing service models from basics in this free online training. Cloud computing service models course is taught hands-on by experts. Learn introduction to cloud computing and benefits of cloud computing in details,https://www.mygreatlearning.com/academy/learn-for-free/courses/cloud-computing-service-models,4.5
simplilearn ,Introduction to Google Cloud Platform,Simplilearn Instructors,cloud computing,https://tse2.mm.bing.net/th?id=OIP.BUjuT2Up5hUaJBGSvmTaSQHaEK&pid=Api&P=1,"Google Cloud Platform (GCP) is a set of cloud computing services provided by Google that runs on the same infrastructure that Google uses for its end-user products like YouTube, Google Search, Gmail, YouTube, Computer Engine, and more. Learn Google Cloud Platform with this free course and gain an understanding of its basics, including web hosting and other critical services available through GCP.",https://www.simplilearn.com/learn-google-cloud-platform-fundamentals-free-course-skillup,4.5
simplilearn ,AWS for Beginners: First step to start your Cloud Computing career,Simplilearn Instructors,cloud computing,https://tse2.mm.bing.net/th?id=OIP.BUjuT2Up5hUaJBGSvmTaSQHaEK&pid=Api&P=2,"This course AWS for beginners will cover the basics of AWS and Cloud computing. This course covers the basics of Cloud Computing which includes What is Cloud Computing?What are Cloud Computing Services ?, Benefits of Cloud Computing Services etc.by end of this course you will have a clear understanding of What is AWS? And why choose AWS for cloud computing?",https://www.simplilearn.com/free-aws-basics-beginners-course-skillup,3
coursera,Introduction to Cyber Security Specialization,Dr Edward G Amoroso,cybersecurity,https://tse1.mm.bing.net/th?id=OIP.QWiDVA_SzOXkUleO9vBExwHaE8&pid=Api&P=0,Introduction to Cyber Security was designed to help learners develop a deeper understanding of modern information and system protection technology and methods.,https://www.coursera.org/specializations/intro-cyber-security,4.7
coursera,Cybersecurity for Everyone,Charles Harry,cybersecurity,https://tse1.mm.bing.net/th?id=OIP.QWiDVA_SzOXkUleO9vBExwHaE8&pid=Api&P=0,"Cybersecurity for Everyone lays the groundwork to understand and explore the key issues facing policy makers attempting to manage the problem of cybersecurity, from its technical foundations to the domestic and international policy considerations surrounding governance, privacy, and risk management, to applications for achieving the goals of an enterprise, an institution, or a nation.",https://www.coursera.org/learn/cybersecurity-for-everyone,4.7
udemy,Cyber Security for Absolute Beginners: Essential Concepts,Alton Hardin,cybersecurity,http://t1.gstatic.com/images?q=tbn:ANd9GcQDeIdgtZ6C8azP7749Kp6XRJn_G2Bpg77Ur8GPxlLqL6_MSl5f,"In this 4-hour course, I'll show you step-by-step, the fundamentals of cyber security, teaching you essential cyber security core principles you need to know, as well as enlightening you about the various types of cyber threats we face.",https://www.udemy.com/course/cyber-security-for-absolute-beginners-essential-concepts/,4.7
udemy,CompTIA CySA+ (CS0-002) Complete Course & Practice Exam,Jason Dion,cybersecurity,http://t1.gstatic.com/images?q=tbn:ANd9GcQDeIdgtZ6C8azP7749Kp6XRJn_G2Bpg77Ur8GPxlLqL6_MSl5f,"This course provides everything you need in order to study for the CompTIA Cybersecurity Analyst+ (CySA+) (CS0-002) exam, including a downloadable Study Guide (PDF), quizzes to check your knowledge as you progress through the videos, and a full-length practice exam to test your knowledge before test day!",https://www.udemy.com/course/comptiacsaplus/,4.7
simplilearn ,Cyber Security 101 : Beginner’s guide to become a Penetration Tester,Simplilearn Instructors,cybersecurity,https://tse1.mm.bing.net/th?id=OIP.ypC2bAJP1XPFBZkgZQj7xAHaDt&pid=Api&P=3,This course on Cyber Security 101 will cover the basics of Cyber Security which includes What is Data Cyber Security? The need for Cyber Security? What is Cyber Crime ?and some of the common cyber attacks. By the end of this course you will have a clear understanding of What is Cyber Security? And why choose Cyber Security for your Career,https://www.simplilearn.com/free-cyber-security-beginners-course-skillup,4.7
coursera,IBM Cybersecurity Analyst Professional Certificate,IBM Security Learning Services,cybersecurity,https://tse1.mm.bing.net/th?id=OIP.QWiDVA_SzOXkUleO9vBExwHaE8&pid=Api&P=0,"A growing number of exciting, well-paying jobs in today’s security industry do not require a college degree. This Professional Certificate will give you the technical skills to become job-ready for a Cybersecurity Analyst role.",https://www.coursera.org/professional-certificates/ibm-cybersecurity-analyst,4.6
coursera,IT Fundamentals for Cybersecurity Specialization,IBM Security Learning Services,cybersecurity,https://tse1.mm.bing.net/th?id=OIP.QWiDVA_SzOXkUleO9vBExwHaE8&pid=Api&P=0,"Throughout this specialization, you will learn concepts around cybersecurity tools and processes, system administration, operating system and database vulnerabilities, types of cyber attacks and basics of networking. You will also gain knowledge around important topics such as cryptography and digital forensics.",https://www.coursera.org/specializations/it-fundamentals-cybersecurity,4.6
coursera,Cybersecurity Specialization,Jennifer Golbeck,cybersecurity,https://tse1.mm.bing.net/th?id=OIP.QWiDVA_SzOXkUleO9vBExwHaE8&pid=Api&P=0,"The Cybersecurity Specialization covers the fundamental concepts underlying the construction of secure systems, from the hardware to the software to the human-computer interface, with the use of cryptography to secure interactions. ",https://www.coursera.org/specializations/cyber-security,4.6
udemy,The Complete Certified in Cybersecurity (CC) course ISC2 '23,Thor Pedersen,cybersecurity,http://t1.gstatic.com/images?q=tbn:ANd9GcQDeIdgtZ6C8azP7749Kp6XRJn_G2Bpg77Ur8GPxlLqL6_MSl5f,"Welcome, I am Thor Pedersen, and I am here to help you get that critical entry level Cyber security knowledge, so you can get your first job in Cyber security and/or pass your Certified in Cybersecurity (CC) certification by (ISC)².",https://www.udemy.com/course/certifiedincybersecurity/,4.6
udemy,The Beginners 2023 Cyber Security,Reza Zaheri,cybersecurity,http://t1.gstatic.com/images?q=tbn:ANd9GcQDeIdgtZ6C8azP7749Kp6XRJn_G2Bpg77Ur8GPxlLqL6_MSl5f,"This course is designed to teach you the BASICS of cyber security awareness, social engineering, network security and online self defense, even if you have no IT / Cyber Security experience or knowledge.",https://www.udemy.com/course/1m-cyber-security-awareness/,4.6
simplilearn ,Introduction to Cybercrime,Simplilearn Instructors,cybersecurity,https://tse1.mm.bing.net/th?id=OIP.ypC2bAJP1XPFBZkgZQj7xAHaDt&pid=Api&P=0,"The Introduction to Cybercrime course gives various insights into the different types of cyberattacks faced by organizations in today's digital era. By the end of the cybercrime online course, you will know what cybersecurity threats exist and ways to prevent cyberattacks.Identifying different types of cyberattacks Ways to prevent cybercrime UpSkill with SkillUp Free Cybercrime Certification In the fast-paced, tech job market, those with outdated skills often find themselves struggling to catch up. ",https://www.simplilearn.com/free-cybercrime-course-for-beginners-skillup,4.6
simplilearn ,Introduction to Cyber Security,Simplilearn Instructors,cybersecurity,https://tse1.mm.bing.net/th?id=OIP.ypC2bAJP1XPFBZkgZQj7xAHaDt&pid=Api&P=1,"Learn cyber security basics with this Introduction to Cyber Security course. This course is designed for beginners to familiarize them with the current cyber security landscape and provide the knowledge of relevant tools to assess and manage security protocols in information processing systems. Learners can also perform business impact analysis and disaster recovery testing through this program. A deep insight into the fundamentals of cyber security with specially curated videos that make it easy to learn for beginners. In this free cyber security course, you’ll learn cybersecurity fundamentals, enterprise architecture and components, information system governance, security policies and procedures, risk assessment, cybersecurity mitigation methods, and incident management.",https://www.simplilearn.com/learn-cyber-security-basics-skillup,4.6
simplilearn ,Introduction to Cloud Security,Simplilearn Instructors,cybersecurity,https://tse1.mm.bing.net/th?id=OIP.ypC2bAJP1XPFBZkgZQj7xAHaDt&pid=Api&P=2,The Cloud Security Fundamentals program provides an overview of information security risks and reveals the most effective strategies needed to maintain data security. Understand and counter threats to cloud storage infrastructure by getting the Cloud Security fundamentals right. This cloud security basics program is ideal for anyone looking to build a career as a cloud security professional.,https://www.simplilearn.com/learn-cloud-security-basics-skillup,4.6
simplilearn ,Introduction to CISSP Security Assessment & Testing and Security Operations,Simplilearn Instructors,cybersecurity,https://tse1.mm.bing.net/th?id=OIP.ypC2bAJP1XPFBZkgZQj7xAHaDt&pid=Api&P=4,"Develop a comprehensive understanding of security assessment & testing and security operations through this introductory course. By the end of this course, you will have a clear-cut view of the key components, methods, and tools of CISSP domain 6 and CISSP domain 7.",https://www.simplilearn.com/learn-cissp-security-assessment-testing-operations-skillup,4.6
udemy,The Complete Cyber Security Course : Hackers Exposed!,Nathan House,cybersecurity,http://t1.gstatic.com/images?q=tbn:ANd9GcQDeIdgtZ6C8azP7749Kp6XRJn_G2Bpg77Ur8GPxlLqL6_MSl5f,This course covers the fundamental building blocks of your required skill set - You will understand the threat and vulnerability landscape through threat modeling and risk assessments.,https://www.udemy.com/course/the-complete-internet-security-privacy-course-volume-1/,4.5
great learning,Cyber Forensics,great learning academy,cybersecurity,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSo57dtnLsfC9ed65C-Xb2094OXEr4_mUcFPbXPQ3q2l0gSvi1B__lhPQsUwvh7QSDF8aU&usqp=CAU,"Learn cyber forensics from basics in this free online training. Cyber Forensics course is taught hands-on by experts. Learn types, process, tools, challenges for cyber forensics in detail. Best for beginners. Enrol for free now!",https://www.mygreatlearning.com/academy/learn-for-free/courses/cyber-forensics,4.5
great learning,Cyber Security Threats,great learning academy,cybersecurity,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSo57dtnLsfC9ed65C-Xb2094OXEr4_mUcFPbXPQ3q2l0gSvi1B__lhPQsUwvh7QSDF8aU&usqp=CAU,Learn basics of Cyber Security and know various cyber threats through Cyber Security Threats course,https://www.mygreatlearning.com/academy/learn-for-free/courses/cyber-security-threats,4.5
great learning,Advanced Cyber Security - Threats and Governance,great learning academy,cybersecurity,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSo57dtnLsfC9ed65C-Xb2094OXEr4_mUcFPbXPQ3q2l0gSvi1B__lhPQsUwvh7QSDF8aU&usqp=CAU,"The goal of this course is to strengthen the knowledge of current enthusiasts in the field. You will be introduced to some types of Cyber Security threats, popular attacks, vulnerabilities, landscape, policy,",mygreatlearning.com/academy/learn-for-free/courses/advanced-cyber-security-threats-and-governance,4.4
great learning,Introduction to Cyber Security,great learning academy,cybersecurity,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSo57dtnLsfC9ed65C-Xb2094OXEr4_mUcFPbXPQ3q2l0gSvi1B__lhPQsUwvh7QSDF8aU&usqp=CAU,Learn the fundamentals of secure online behavior and gain practical skills to safeguard your personal information. Enroll now to protect yourself and your online presence from threats.,https://www.mygreatlearning.com/academy/learn-for-free/courses/introduction-to-cyber-security,4.3
great learning,Career in Cybersecurity,great learning academy,cybersecurity,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSo57dtnLsfC9ed65C-Xb2094OXEr4_mUcFPbXPQ3q2l0gSvi1B__lhPQsUwvh7QSDF8aU&usqp=CAU,"We will be going through topics such as Strategies related to Cyber Security, a Grander landscape about the cybersecurity domain, a Bigger picture about the industry, cyber kill chain, Employee responsibility, and more.",https://www.mygreatlearning.com/academy/learn-for-free/courses/career-in-cybersecurity,4.3
simplilearn ,Business Analytics: Excel Macros & VBA for Beginners,Simplilearn Instructors,data analytics,https://reflectivedata.com/wp-content/uploads/2019/07/image3.jpg,This MS Excel course for Beginners is the exact course you are looking for if you want to step up your Excel game. In this free Macros course you will learn the basics of Excel Macros and how to set up and implement VBA in Excel. This free Microsoft Excel training will give you a good understanding of Excel Macros and VBA if you are a beginner in this domain.,https://www.simplilearn.com/free-excel-macros-vba-course-skillup,5
coursera,Google Data Analytics Professional Certificate,Google Career Certificates,data analytics,https://eco-cdn.iqpc.com/eco/images/channel_content/images/future_finance350250.webp,"Prepare for a new career in the high-growth field of data analytics, no experience or degree required. Get professional training designed by Google and have the opportunity to connect with top employers.",https://www.coursera.org/professional-certificates/google-data-analytics,4.8
coursera,Introduction to Data Analytics,Rav Ahuja,data analytics,https://eco-cdn.iqpc.com/eco/images/channel_content/images/future_finance350250.webp,"Ready to start a career in Data Analysis but don’t know where to begin? This course presents you with a gentle introduction to Data Analysis, the role of a Data Analyst, and the tools used in this job. You will learn about the skills and responsibilities of a data analyst and hear from several data experts sharing their tips & advice to start a career. ",https://www.coursera.org/learn/introduction-to-data-analytics,4.8
coursera,"Foundations: Data, Data, Everywhere",Google Career Certificates,data analytics,https://eco-cdn.iqpc.com/eco/images/channel_content/images/future_finance350250.webp,"This is the first course in the Google Data Analytics Certificate. These courses will equip you with the skills you need to apply to introductory-level data analyst jobs. Organizations of all kinds need data analysts to help them improve their processes, identify opportunities and trends, launch new products, and make thoughtful decisions. ",https://www.coursera.org/learn/foundations-data,4.8
coursera,Introduction to Data Analysis using Microsoft Excel,Paula Del Rey,data analytics,https://eco-cdn.iqpc.com/eco/images/channel_content/images/future_finance350250.webp,Introduction to Data Analysis using Microsoft Excel,https://www.coursera.org/projects/introduction-data-analysis-microsoft-excel,4.7
coursera,IBM Data Analytics with Excel and R Professional Certificate,Rav Ahuja,data analytics,https://eco-cdn.iqpc.com/eco/images/channel_content/images/future_finance350250.webp,"Through these eight online courses, you will dive into the role of a data analyst or data scientist and develop the essential skills you need work with a range of data sources and apply powerful tools, including Excel, Cognos Analytics, and the R programming language, towards becoming a data driven practitioner, and gaining a competitive edge in the job market.",https://www.coursera.org/professional-certificates/ibm-data-analyst-r-excel,4.7
udemy,AWS Certified Data Analytics Specialty 2023 - Hands On!,"Stephane Maarek, Sundog Education by Frank Kane",data analytics,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSpdg8WcLl01D8EwZM8vZrP722byBW4MGf10g&usqp=CAU,"The course has been fully updated for the latest AWS Certified Data Analytics -Specialty DAS-C01 exam, and will be kept up-to-date all of 2023. Optional content for the previous AWS Certified Big Data - Speciality BDS-C01 exam remains as well as an appendix. Happy learning!",https://www.udemy.com/course/aws-data-analytics/,4.6
great learning,Data Analytics using Excel,great learning academy,data analytics,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSHF7ziRS68jyyFk0oRBRzZU8uFEDeZ8E2yVeCnzf1CkgNTpqJJwLzvtGSVMvaFyvEaRk&usqp=CAU,"Enroll in this free course to begin practicing Data Analytics using Excel. Understand several phases of a Data Analytics project, Data Cleaning, and different Excel functions that support data analytics.",https://www.mygreatlearning.com/academy/learn-for-free/courses/data-analytics-using-excel,4.6
simplilearn ,Introduction to Data Analytics Course,Simplilearn Instructors,data analytics,https://reflectivedata.com/wp-content/uploads/2019/07/image3.jpg,"This Data Analytics course is a  solid foundation for working with all types of data, and turning them into information, insight, and intelligence. you’ll learn data analytics from scratch - how to work with different types of data, data visualization, data science, and machine learning. This data analytics for beginners is designed to offer a solid foundation for working with various types of data, data visualization for decision making, and data analytics in different sectors. This program is ideal for anyone looking to become a data analyst or analytics manager. Learn data analytics and data science methodologies through this program and drive better business decisions.",https://www.simplilearn.com/learn-data-analytics-for-beginners-skillup,4.6
simplilearn ,Data Analyst 101: Excel Formulas & Functions,Simplilearn Instructors,data analytics,https://reflectivedata.com/wp-content/uploads/2019/07/image3.jpg,"This course on Excel Formulas and Functions will cover the basics of Excel Formulas covering basics of Excel,Formulas and Functions. This course covers the basics excel functions, Mathematical and text Functions, with hands-on experience working with Advanced and Financial Functions with various Mathematical and Character - text functions.",https://www.simplilearn.com/free-excel-formulas-function-course-skillup,4.6
simplilearn ,Python Pandas Basics Course,Simplilearn Instructors,data analytics,https://reflectivedata.com/wp-content/uploads/2019/07/image3.jpg,Python Pandas course has the best course curriculum on panda series and projects related to it. The free python pandas course will take you through Pandas data analysis projects using python programming language. The trainer is well versed with the topic and explains everything in detail with live examples and python codes used in pandas.,https://www.simplilearn.com/free-python-panda-basics-course-skillup?tag=data,4.6
simplilearn ,Excel Dashboarding in Business Analytics,Simplilearn Instructors,data analytics,https://reflectivedata.com/wp-content/uploads/2019/07/image3.jpg,"The free business analytics with Excel dashboard course will train you how to build customized via various data visualization techniques in Business Analytics. By the end of the course, you will be thorough with Excel dashboard basics and how it can be used in storytelling utilizing data, charts, graphs etc.",https://www.simplilearn.com/free-business-analytics-excel-course-skillup,4.6
udemy,The Data Analyst Course: Complete Data Analyst Bootcamp 2023,365 Careers,data analytics,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSpdg8WcLl01D8EwZM8vZrP722byBW4MGf10g&usqp=CAU,"Most data analyst, data science, and coding courses miss a critical practical step. They don’t teach you how to work with raw data, how to clean, and preprocess it. This creates a sizeable gap between the skills you need on the job and the abilities you have acquired in training. Truth be told, real-world data is messy, so you need to know how to overcome this obstacle to become an independent data professional.",https://www.udemy.com/course/the-data-analyst-course-complete-data-analyst-bootcamp/,4.5
udemy,The Complete Data Analytics Course in Excel,Michael Parent,data analytics,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSpdg8WcLl01D8EwZM8vZrP722byBW4MGf10g&usqp=CAU,"This course will first acquaint you with the Excel environment including how to use simple and complex functions, hot-key shortcuts and navigation tips to make sure you work efficiently and effectively. From there, I lead you in lectures and practice exercises on the fundamental topics of data analytics.",https://www.udemy.com/course/data-analytics-in-excel/,4.5
udemy,The Complete Introduction to Data Analytics with Tableau,Dee Naidoo,data analytics,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSpdg8WcLl01D8EwZM8vZrP722byBW4MGf10g&usqp=CAU,In this course you will build 6 separate dashboards depicting real world problems. You will learn how to connect to various data sources from Excel files to cloud servers. You will also learn how to build interactive dashboards and publish it to Tableau Online! You can link these in your resume to show potential employers what you can do!,https://www.udemy.com/course/the-complete-introduction-to-data-analytics-with-tableau/,4.5
great learning,Mastering Big Data Analytics,Mr. Sajan Kedia,data analytics,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSHF7ziRS68jyyFk0oRBRzZU8uFEDeZ8E2yVeCnzf1CkgNTpqJJwLzvtGSVMvaFyvEaRk&usqp=CAU,"Learn big data from basics in this free online training. Big data course is taught hands-on by experts. Understand all about hadoop, hive, apache kafka, spark. Go from beginners level to advance in this big data course.",mygreatlearning.com/academy/learn-for-free/courses/mastering-big-data-analytics,4.5
great learning,Free Dataset in Analytics,great learning academy,data analytics,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSHF7ziRS68jyyFk0oRBRzZU8uFEDeZ8E2yVeCnzf1CkgNTpqJJwLzvtGSVMvaFyvEaRk&usqp=CAU,"In this course, you will learn about the Top 25 Free Datasets such as Iris, Boston, Image net , COCO etc which are easily available to train your Machine Learning Algorithm.",https://www.mygreatlearning.com/academy/learn-for-free/courses/free-dataset-in-analytics,4.5
great learning,Basics of Exploratory Data Analysis,Mr. Bharani Akella,data analytics,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSHF7ziRS68jyyFk0oRBRzZU8uFEDeZ8E2yVeCnzf1CkgNTpqJJwLzvtGSVMvaFyvEaRk&usqp=CAUhttps://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSHF7ziRS68jyyFk0oRBRzZU8uFEDeZ8E2yVeCnzf1CkgNTpqJJwLzvtGSVMvaFyvEaRk&usqp=CAU,Learn how to uncover hidden insights and patterns in data through hands-on exercises and real-world examples. Enroll now and start your journey towards becoming a data analysis pro!,https://www.mygreatlearning.com/academy/learn-for-free/courses/basics-of-exploratory-data-analysis,4.5
simplilearn ,Excel Automation using ChatGPT : Become an Excel expert with ChatGPT,Simplilearn Instructors,data analytics,https://reflectivedata.com/wp-content/uploads/2019/07/image3.jpg,"This Excel Automation using ChatGPT course is what you need to take up if you are learning how to use Excel functions and its formulas without hassle. Through this Excel Automation using ChatGPT course, you can use all the Excel functions such as Sum and Average using ChatGPT without having to learn the formulas for Excel.",https://www.simplilearn.com/free-chatgpt-whatsapp-automate-course-skillup,4.5
